"","accpt_id","state","county","totbeds","alzunit","profit","hospbase","restrain","acuindex2","avgage","pctchf","pcthyper","agg_female","pctvent_mds3","pctlowcfs","pctmidcfs","pcthighcfs","adj_rehosprate","fup_adj_rehosp"
"10888","385018","OR","047",93,"No","No","No",0,12.87,78.11,25.37,46.27,60.49,0,38.46,46.15,15.38,"0.1514",0.1303
"10889","385024","OR","029",91,"No","Yes","No",0,11.849,76.4,20.41,83.67,55.19,0,75.76,24.24,0,"0.1134",0.1633
"10909","385121","OR","051",100,"No","No","No",0,11.999,79.95,22.73,79.55,58.75,0,68.89,31.11,0,"0.1082",0.0889
"10915","385137","OR","035",95,"No","Yes","No",0,12.19,75.31,24.56,71.93,60.66,0,60.66,39.34,0,"0.1091",0.0675
"10924","385149","OR","033",119,"No","Yes","No",0,12.405,76.15,22.06,73.53,47.93,0,40.58,42.03,17.39,"0.1395",0.1422
"10935","385166","OR","067",165,"Yes","No","No",0,11.744,84.1,26.92,80,66.16,0,42.31,46.15,11.54,"0.1649",0.1065
"10951","385195","OR","067",104,"No","Yes","No",0,12.635,79.15,22,78,59.46,0,48,32,20,"0.1813",0.1666
"10957","385203","OR","005",87,"No","Yes","No",0,11.079,72.02,34.15,70.73,57.23,0,69.05,30.95,0,".",0.1187
"11019","395001","PA","019",102,"No","No","No",0,12.437,89.09,20,83.53,68.2,0,27.71,48.19,24.1,".",0.1237
"11020","395003","PA","073",204,"Yes","Yes","No",0,12.814,85.38,25.15,85.28,68.85,0,29.88,60.37,9.76,".",0.0846
"11021","395006","PA","091",296,"Yes","No","No",0,12.405,85.63,14.66,78.88,63.18,0,36.91,33.91,29.18,"0.1391",0.1905
"11022","395010","PA","017",360,"Yes","No","No",0,12.559,85.22,25.15,79.45,68.31,0,19.94,66.26,13.8,".",0.1711
"11024","395012","PA","055",152,"Yes","No","No",0,12.472,88.63,29.03,71.77,63.14,0,24.8,57.6,17.6,".",0.1424
"11027","395016","PA","133",152,"Yes","Yes","No",0,11.681,82.6,21.01,70.59,61.09,0,44.54,47.06,8.4,".",0.0788
"11029","395019","PA","091",153,"No","Yes","No",5.76,20.384,55.22,12.61,82.88,44.74,41.44,26.36,20.91,52.73,".",0.2389
"11030","395020","PA","003",126,"Yes","No","No",0,12.521,86.18,18.81,67.33,77.5,0,26.73,62.38,10.89,".",0.0746
"11031","395023","PA","017",143,"Yes","No","No",0,12.16,86.57,26.32,69.47,66.19,0,35.16,39.56,25.27,"0.0892",0.1143
"11035","395034","PA","003",180,"No","No","No",0,11.42,87.95,27.14,57.14,71.32,0,27.46,61.27,11.27,"0.1472",0.1478
"11038","395041","PA","049",120,"Yes","Yes","No",0.94,11.082,77.26,27.96,88.17,54.9,0,40.43,44.68,14.89,".",0.1503
"11039","395042","PA","049",139,"Yes","No","No",0,13.546,86.2,18.49,84.87,67.86,0,21.19,50,28.81,".",0.1577
"11041","395045","PA","097",271,"Yes","Yes","No",0,12.525,80.05,20.51,72.82,60.32,0,31.28,53.85,14.87,".",0.1318
"11043","395050","PA","013",132,"Yes","No","No",0,12.114,88.97,18.97,73.28,78.64,0,23.28,62.07,14.66,".",0.2005
"11044","395052","PA","045",146,"Yes","No","No",0,12.47,85.7,15.6,83.49,70.29,0,26.13,54.95,18.92,"0.1900",0.1541
"11045","395058","PA","133",159,"No","Yes","No",0,12.609,81.66,24.43,83.21,64.06,0,44.44,46.67,8.89,".",0.133
"11048","395068","PA","003",197,"Yes","Yes","No",0,11.138,70.86,14.08,76.06,49.01,0,42.25,47.18,10.56,"0.2083",0.2064
"11049","395074","PA","043",404,"No","Yes","No",0.9,13.394,72.62,18.84,79.45,48.38,5.48,46.92,43.84,9.25,"0.1643",0.183
"11050","395075","PA","095",97,"No","Yes","No",0,13.211,76.33,14.86,75.68,57.04,0,41.33,58.67,0,"0.1208",0.1422
"11051","395077","PA","091",173,"No","Yes","No",3.75,14.88,66.86,14.57,64.9,42.02,12.58,30.46,56.29,13.25,"0.1545",0.2673
"11052","395078","PA","045",298,"No","Yes","No",0,11.622,85.74,18.45,82.83,63.42,0,37.61,51.33,11.06,"0.1626",0.1701
"11053","395080","PA","077",395,"Yes","No","No",0,13.062,87.14,25.78,82.81,59.3,0,29.69,62.11,8.2,"0.1433",0.159
"11054","395084","PA","101",225,"No","Yes","No",0,12.554,68.5,17.58,78.02,34.94,6.04,32.2,51.98,15.82,"0.1599",0.1784
"11057","395094","PA","011",420,"Yes","No","No",4.61,12.691,86.53,21.93,83.29,70.72,0,22.22,61.5,16.28,".",0.0902
"11060","395103","PA","069",173,"Yes","No","No",0,13.113,86.69,14.18,79.43,70.31,0,9.93,58.16,31.91,".",0.1407
"11063","395108","PA","001",270,"Yes","No","No",0,12.386,87.35,15.12,73.66,68.29,0,24.51,53.92,21.57,".",0.1017
"11065","395110","PA","101",148,"No","Yes","No",0,11.976,78.27,9.35,79.44,59.61,0,39.45,49.54,11.01,"0.2277",0.2837
"11066","395117","PA","011",194,"No","No","No",0,11.88,85.81,35.88,77.06,61.42,0,16.28,66.28,17.44,".",0.0811
"11071","395134","PA","101",252,"No","No","No",1.28,15.179,57.33,4.85,54.37,65.08,0,67.48,27.18,5.34,"0.1372",0.1953
"11072","395135","PA","101",54,"No","Yes","No",0,11.86,82.18,27.27,93.94,60.46,0,36.36,63.64,0,"0.2086",0.2616
"11075","395146","PA","003",115,"Yes","No","No",0,10.818,83.19,16.67,76.19,61.26,0,28.57,58.33,13.1,"0.1855",0.1817
"11076","395148","PA","079",180,"Yes","Yes","No",0,12.49,78.57,18.62,73.1,52.29,0,27.59,56.55,15.86,".",0.1588
"11077","395158","PA","085",154,"No","Yes","No",0,11.778,77.14,23.85,75.38,54.27,0,38.46,49.23,12.31,".",0.1668
"11080","395166","PA","029",180,"No","Yes","No",0,12.433,73.65,19.57,73.19,41.67,0,43.8,34.31,21.9,"0.2154",0.2018
"11081","395167","PA","077",180,"No","No","No",0,12.558,72.12,19.46,70.47,44.2,0,46,36.67,17.33,"0.1918",0.1915
"11082","395168","PA","133",270,"Yes","Yes","No",0,11.442,77.13,26.96,82.35,60.76,0,34.63,52.68,12.68,"0.1370",0.1201
"11083","395171","PA","077",111,"Yes","No","No",0,12.567,85.99,22.11,70.53,69.43,0,24.21,38.95,36.84,".",0.1644
"11084","395172","PA","109",159,"No","Yes","No",0,12.464,82.37,22.96,62.96,57.61,0,32.59,51.85,15.56,".",0.1662
"11090","395182","PA","101",226,"No","No","No",0,12.337,84.47,20,82.78,58.95,0,32.22,45,22.78,"0.1784",0.2102
"11094","395197","PA","073",115,"No","Yes","No",0,12.735,74.86,21.98,78.02,54.32,0,40.66,47.25,12.09,".",0.2621
"11099","395205","PA","071",240,"No","Yes","No",0,12.969,78.88,24.02,74.02,55.82,0,39.51,50.73,9.76,".",0.0543
"11100","395206","PA","049",106,"No","No","No",0,12.421,88.16,22.58,62.37,74.18,0,31.18,52.69,16.13,".",0.0985
"11101","395208","PA","129",103,"No","No","No",0,12.622,81.81,28,84,62.32,0,26.47,41.18,32.35,"0.1829",0.1998
"11104","395221","PA","009",72,"No","Yes","No",0,12.502,78.49,41.18,88.24,56.25,0,30.77,50,19.23,"0.1450",0.1149
"11105","395223","PA","041",309,"Yes","Yes","No",0.53,12.556,77.51,13.14,72.57,51.56,0,29.38,59.32,11.3,".",0.1419
"11107","395226","PA","011",184,"No","No","No",0,12.666,70.89,24.69,78.4,46.46,0,36.81,41.1,22.09,"0.1530",0.1554
"11108","395227","PA","091",120,"No","Yes","No",0,13.253,83.27,23.4,85.11,59.74,0,36.17,42.55,21.28,".",0.199
"11115","395244","PA","085",192,"No","No","No",0,12.448,86.41,30.38,72.78,69.01,0,35.44,52.53,12.03,".",0.1898
"11116","395247","PA","001",102,"Yes","Yes","No",0,11.376,78.87,20.43,72.04,60.16,0,19.78,59.34,20.88,".",0.1001
"11117","395248","PA","019",103,"No","Yes","No",0,12.491,72.46,14.13,73.91,53.04,0,36.96,51.09,11.96,"0.1975",0.1026
"11118","395249","PA","079",104,"No","Yes","No",0,12.46,76.75,23.17,74.39,48.15,0,35.71,51.19,13.1,"0.1296",0.1051
"11119","395250","PA","095",208,"No","No","No",0,12.989,87.71,27.52,85.91,69.22,0,26.17,61.07,12.75,"0.1001",0.1134
"11120","395251","PA","003",150,"No","Yes","No",0,11.117,73.2,14.62,75.38,58.16,0,38.93,41.22,19.85,"0.2095",0.1948
"11123","395258","PA","017",174,"No","Yes","No",0,11.779,74.99,10.07,73.38,50.82,0,55.4,34.53,10.07,".",0.1834
"11124","395259","PA","017",101,"No","Yes","No",1.14,14.192,74.05,18.67,80,56.81,16.88,50.65,35.06,14.29,".",0.2255
"11128","395264","PA","077",146,"Yes","Yes","No",1.43,11.971,71.74,29.69,78.13,58.54,0,40.63,43.75,15.63,"0.1064",0.1348
"11129","395265","PA","079",120,"No","Yes","No",0.91,12.033,83.57,20.65,77.17,60.65,0,51.04,30.21,18.75,".",0.2012
"11130","395266","PA","007",120,"No","No","No",1.85,11.388,80.91,18.18,52.53,59.08,0,52.53,47.47,0,"0.1735",0.1302
"11136","395279","PA","047",138,"Yes","No","Yes",0,11.464,81.7,27.97,83.05,56.9,0,47.11,41.32,11.57,".",0.1413
"11137","395282","PA","045",273,"No","Yes","No",0,11.575,82.91,24.02,82.35,55.15,0,28.43,62.25,9.31,".",0.1808
"11138","395283","PA","119",226,"No","No","No",0,11.793,86.86,20.3,75.94,66.39,0,23.31,64.66,12.03,".",0.1722
"11139","395284","PA","029",138,"Yes","Yes","No",0,12.829,79.74,21.05,78.95,44.94,0,27.63,56.58,15.79,"0.2285",0.2454
"11141","395286","PA","107",129,"No","No","No",0,11.84,72.83,14.61,74.16,55.62,0,40.45,38.2,21.35,".",0.1342
"11142","395288","PA","089",127,"No","Yes","No",0,12.631,79.64,17.53,78.35,54.19,0,32.99,47.42,19.59,".",0.1836
"11145","395292","PA","039",210,"Yes","No","No",1.01,11.986,85.89,36.61,67.21,65.17,0,28.11,49.73,22.16,".",0.1299
"11146","395295","PA","129",120,"No","Yes","No",0,12.32,78.19,21.95,82.93,51.52,0,40.24,45.12,14.63,"0.2181",0.1989
"11147","395296","PA","101",244,"Yes","Yes","No",0,10.772,70.03,12.81,71.92,38.19,0,37.25,54.41,8.33,"0.2601",0.2242
"11150","395300","PA","003",182,"No","Yes","No",0,11.716,82.98,23.03,76.32,63.86,0,44.74,48.03,7.24,"0.2318",0.1707
"11153","395309","PA","133",151,"Yes","Yes","No",0.74,12.279,79.87,23.62,76.38,57.96,0,22.83,59.06,18.11,".",0.0787
"11156","395316","PA","107",48,"No","No","Yes",0,12.001,87.1,35.71,73.81,71.07,0,52.38,47.62,0,".",0.1815
"11158","395318","PA","117",120,"No","No","No",0,12.104,79.11,14.29,60.2,64.26,0,28.57,53.06,18.37,".",0.1897
"11161","395320","PA","069",371,"Yes","No","No",1.14,12.842,76.75,17.91,80.41,56.87,4.98,44.67,48.33,7,".",0.1761
"11165","395325","PA","071",119,"Yes","No","No",0,12.514,87.86,33.64,75.7,66.38,0,25.93,60.19,13.89,".",0.08
"11167","395328","PA","071",20,"No","No","No",0,12.083,88.92,29.73,83.78,62.94,0,29.73,47.75,22.52,".",0.0454
"11169","395330","PA","091",255,"No","No","No",2.26,13.733,72.47,11.17,83.76,47.7,0,42.93,51.01,6.06,".",0.2281
"11170","395331","PA","033",240,"No","No","No",0,11.787,77.97,15.53,68.94,54.09,0,33.13,52.5,14.38,".",0.1102
"11171","395332","PA","029",112,"No","Yes","No",0,12.012,84.1,15.19,72.15,60.49,0,26.58,60.76,12.66,"0.1008",0.1797
"11173","395334","PA","091",181,"No","Yes","No",0,11.428,69.4,13.04,84.06,44.5,0,44.53,44.53,10.95,"0.2176",0.3013
"11177","395341","PA","047",120,"No","No","No",0.85,12.06,85.99,16.98,36.79,70.05,0,39.62,49.06,11.32,".",0.1454
"11179","395343","PA","075",152,"Yes","No","No",0,10.458,86.47,25.45,90,69.09,0,24.55,66.36,9.09,".",0.0945
"11180","395344","PA","107",179,"No","Yes","No",0,11.735,75.47,24,72.8,50.44,0,35.43,48.03,16.54,".",0.2308
"11182","395346","PA","091",119,"No","No","No",0,12.263,74.35,19.19,75.76,55.56,0,46.46,42.42,11.11,".",0.1751
"11184","395348","PA","055",210,"Yes","Yes","No",0.64,12.261,75.2,21.88,81.25,61.02,0,31.1,53.05,15.85,".",0.1975
"11186","395350","PA","067",104,"No","Yes","No",0,12.633,80.3,26.92,62.82,57.79,0,33.33,52.56,14.1,".",0.1509
"11188","395352","PA","117",120,"No","No","No",3.77,13.725,85.16,15.63,72.92,61.6,0,31,36,33,".",0.1447
"11192","395357","PA","127",130,"Yes","Yes","No",1.98,12.349,83,17.05,76.14,70.86,0,30.68,46.59,22.73,".",0.1186
"11194","395360","PA","101",180,"Yes","No","No",0,12.266,81.58,20.83,92.26,71.43,0,27.38,48.81,23.81,"0.1235",0.1811
"11195","395361","PA","049",300,"Yes","No","No",13.83,12.734,78.38,18.68,75.1,59.5,0,23.74,46.69,29.57,".",0.1987
"11199","395366","PA","017",90,"No","No","No",0,12.095,89.05,27.94,80.88,63.91,0,33.82,48.53,17.65,"0.1298",0.1294
"11200","395367","PA","029",137,"Yes","No","No",0,12.52,86.54,15.32,79.28,60.48,0,34.23,55.86,9.91,"0.1739",0.1726
"11203","395372","PA","043",138,"Yes","Yes","No",2.33,12.759,87.48,34.75,91.53,72.54,0,28.33,59.17,12.5,".",0.1348
"11204","395373","PA","087",134,"Yes","No","No",0,10.782,84.63,21.24,81.42,62.33,0,33.33,66.67,0,".",0.1361
"11205","395374","PA","045",198,"No","Yes","No",0.54,12.415,73.89,15.95,74.85,50.71,0,33.13,55.83,11.04,"0.2033",0.1588
"11207","395376","PA","101",396,"No","Yes","No",0.26,11.669,74.27,22.51,84.8,52.12,0,32.46,52.92,14.62,"0.1770",0.1817
"11212","395382","PA","129",120,"No","Yes","No",0,12.613,73.54,29.03,78.49,56.32,0,49.46,39.78,10.75,"0.2157",0.188
"11213","395384","PA","029",275,"No","No","No",0,11.405,83.34,14.35,68.78,52.56,0,27,55.27,17.72,".",0.1486
"11215","395387","PA","057",67,"No","No","No",0,12.787,84.08,29.03,70.97,81.82,0,29.51,70.49,0,".",0.1227
"11217","395390","PA","097",121,"No","Yes","No",0,12.327,86.35,17.35,68.37,69.71,0,22.45,56.12,21.43,"0.1612",0.1348
"11218","395391","PA","003",139,"Yes","No","No",0,12.423,87.05,24.58,60.17,72.28,0,26.05,52.1,21.85,".",0.1272
"11219","395393","PA","013",102,"No","Yes","No",0,12.777,82.29,17.86,75,60.71,0,30.95,54.76,14.29,".",0.11
"11222","395397","PA","079",176,"No","Yes","No",0,10.8,79.47,16,72.8,57.26,0,34.92,57.14,7.94,"0.1714",0.2067
"11224","395400","PA","071",173,"No","Yes","No",0,11.963,77.88,28.37,75.18,56.33,0,42.86,50,7.14,".",0.1065
"11231","395408","PA","011",130,"No","Yes","No",0,14.193,81.55,20.37,87.04,60.22,11.11,34.26,55.56,10.19,".",0.0767
"11233","395410","PA","005",114,"Yes","Yes","No",1.96,12.128,71.71,13.19,69.23,51.85,0,34.78,54.35,10.87,".",0.1749
"11235","395414","PA","069",272,"Yes","Yes","No",0,11.207,82.73,16.28,77.91,64.18,0,34.3,51.74,13.95,".",0.2608
"11238","395421","PA","037",240,"No","Yes","No",0,11.779,81.8,22.55,69.61,64.17,0,39.81,50.49,9.71,".",0.1738
"11244","395428","PA","043",194,"No","Yes","No",0.73,11.81,80.82,28.69,82.79,53.37,0,41.46,48.78,9.76,".",0.1213
"11245","395429","PA","077",227,"No","Yes","No",0,10.382,73.65,15.59,74.19,54.07,0,46.74,42.39,10.87,"0.1615",0.1777
"11246","395430","PA","033",140,"Yes","No","No",0,12.24,80.39,16.5,71.84,56.65,0,30.77,58.65,10.58,".",0.1393
"11249","395433","PA","131",124,"No","Yes","No",0,12.447,80.5,24.47,84.04,56.37,0,33.68,55.79,10.53,".",0.1548
"11251","395435","PA","129",408,"No","No","No",0,12.64,78.62,18.72,73.46,59.7,0,33.15,50.97,15.88,".",0.115
"11253","395437","PA","075",100,"No","No","No",0,13.942,89.39,18.6,72.09,51.33,0,26.74,60.47,12.79,".",0.0945
"11254","395438","PA","133",100,"No","No","No",0,12.334,86.32,24.14,71.26,62.5,0,32.14,53.57,14.29,".",0.1085
"11256","395440","PA","041",123,"Yes","Yes","No",0,11.831,80.02,15.22,88.04,54.49,0,39.13,47.83,13.04,"0.1727",0.1418
"11257","395442","PA","133",161,"No","Yes","No",1.38,11.71,80.14,18.94,78.03,56.55,0,28.79,60.61,10.61,".",0.0817
"11258","395445","PA","041",184,"Yes","No","No",0,12.794,88.29,29.86,64.58,68.41,0,18.62,60.69,20.69,"0.0433",0.0348
"11259","395446","PA","091",120,"No","No","No",0,11.22,70.81,17.82,80.2,43.44,0,51.49,48.51,0,"0.2265",0.1627
"11261","395449","PA","101",238,"No","Yes","No",0,12.294,74.44,10.48,78.57,50.15,0,36.97,55.92,7.11,"0.1811",0.1314
"11262","395451","PA","133",202,"Yes","Yes","No",0.55,12.193,76.44,24.4,81.55,61.54,0,23.81,56.55,19.64,".",0.1484
"11263","395454","PA","091",467,"Yes","Yes","No",0,13.498,80.89,20.18,82.46,58.29,0,34.8,54.68,10.53,".",0.2081
"11265","395458","PA","031",120,"No","No","No",0,13.031,78.41,24.39,70.73,60.44,0,37.35,43.37,19.28,".",0.1205
"11266","395459","PA","017",180,"No","Yes","No",0,11.838,81.58,16.34,83.01,58.77,0,33.77,58.44,7.79,".",0.2026
"11268","395461","PA","101",180,"No","Yes","No",0,11.454,77.6,46.94,85.03,53.92,0,36.91,53.02,10.07,"0.1777",0.1669
"11270","395464","PA","025",200,"No","Yes","No",4.59,12.68,76.25,18.82,84.71,52.71,0,37.28,50.3,12.43,".",0.1907
"11271","395465","PA","077",670,"Yes","No","No",3.67,11.944,82.63,15.13,69.04,65.9,0,27.48,59.48,13.04,".",0.1605
"11275","395469","PA","071",73,"No","Yes","No",0,12.328,76.97,28.57,82.14,57.86,0,35.71,64.29,0,"0.1367",0.077
"11277","395472","PA","075",159,"No","Yes","No",0,10.835,74.05,30.88,79.41,51.05,0,42.65,40.44,16.91,".",0.0964
"11281","395476","PA","095",688,"No","No","No",0.6,11.382,81.26,15.9,61.64,65.97,0,30.83,53.18,15.99,".",0.2047
"11283","395478","PA","101",402,"No","No","No",12.63,12.495,66.47,11.02,69.77,35.24,0,38.53,52.69,8.78,"0.2352",0.1941
"11284","395479","PA","091",181,"No","Yes","No",0,13.392,88.45,17.5,79.38,73.94,0,22.36,69.57,8.07,".",0.148
"11285","395480","PA","025",142,"No","Yes","No",0.79,12.055,86.71,30.43,86.09,68.88,0,24.35,66.09,9.57,".",0.1581
"11286","395481","PA","091",180,"No","Yes","No",0,13.425,73.5,22.67,80.67,44.73,0,32.67,49.33,18,"0.1623",0.1025
"11288","395483","PA","091",121,"No","No","No",0,13.36,86.34,11.21,62.62,85.08,0,11.11,67.59,21.3,".",0.1557
"11293","395491","PA","089",174,"No","No","No",3.64,12.673,84.83,20.14,81.25,70.41,0,31.03,61.38,7.59,"0.1754",0.1466
"11301","395499","PA","107",180,"Yes","No","No",0,12.836,75.96,21.29,70.32,61.94,0,43.67,46.84,9.49,".",0.1611
"11303","395502","PA","121",106,"Yes","Yes","No",1,12.298,84.42,29.17,83.33,68.71,0,27.08,46.88,26.04,".",0.0783
"11305","395507","PA","091",72,"No","No","No",0,12.62,87.21,26.23,85.25,63.68,0,29.51,52.46,18.03,".",0.2093
"11308","395512","PA","097",126,"No","Yes","No",0,11.8,76.44,14.29,74.49,54.03,0,37.37,52.53,10.1,"0.2051",0.1118
"11309","395514","PA","013",240,"No","Yes","No",0,11.697,79.32,28.42,82.11,61.7,0,27.23,63.35,9.42,".",0.1167
"11312","395519","PA","029",184,"No","Yes","No",1.36,11.87,75.48,12.31,80,56.62,0,43.41,42.64,13.95,"0.1826",0.2079
"11315","395522","PA","005",120,"Yes","Yes","No",0,13.352,79.14,23.33,68.89,56.82,0,28.89,53.33,17.78,".",0.1099
"11317","395525","PA","101",145,"No","Yes","No",0,13.222,77.35,22.43,79.44,51.6,0,36.36,51.52,12.12,"0.2334",0.2448
"11318","395526","PA","003",159,"Yes","No","No",0,12.598,86.57,20.72,86.49,64.94,0,26.13,56.76,17.12,"0.1520",0.129
"11320","395530","PA","013",67,"No","No","No",0,11.73,87.08,25,88.46,79.3,0,36.54,63.46,0,".",0.1321
"11321","395533","PA","027",120,"No","No","No",0,13.693,83.78,17.48,66.99,67.08,0,28.16,62.14,9.71,".",0.1376
"11322","395534","PA","019",66,"No","Yes","No",0,12.148,83.79,48.21,91.07,67.35,0,39.29,42.86,17.86,".",0.1651
"11323","395535","PA","101",87,"No","Yes","No",0,11.399,80.3,8.45,84.51,60.23,0,22.54,69.01,8.45,"0.1873",0.2006
"11324","395535","PA","091",87,"No","Yes","No",0,11.399,80.3,8.45,84.51,60.23,0,22.54,69.01,8.45,"0.1873",0.2006
"11326","395537","PA","101",240,"No","Yes","No",0,12.771,78.22,23.5,83.06,59.64,0,37.1,50.54,12.37,"0.2278",0.2952
"11330","395541","PA","011",214,"Yes","Yes","No",0.55,12.475,80.19,23.6,80.34,59.22,0,38.89,55,6.11,"0.1443",0.1431
"11334","395550","PA","065",90,"Yes","No","No",0,13.497,84.81,19.72,70.42,60,0,26.76,50.7,22.54,".",0.2408
"11335","395552","PA","129",96,"Yes","No","No",0,12.893,85.05,21.62,85.14,66.77,0,32.43,39.19,28.38,".",0.1585
"11339","395557","PA","091",72,"Yes","No","No",0,12.974,89.85,22.81,61.4,66.96,0,26.32,42.11,31.58,".",0.1213
"11341","395559","PA","071",188,"Yes","No","No",0,12.736,89.02,24.53,70.44,66.67,0,19.88,69.57,10.56,".",0.0447
"11342","395560","PA","071",453,"Yes","No","No",0,12.672,85,41.33,80.87,63.09,0,33.59,58.02,8.4,".",0.0926
"11344","395562","PA","029",139,"No","No","No",0,12.965,88.65,26.55,82.3,65.14,0,19.83,71.55,8.62,".",0.144
"11346","395564","PA","069",161,"Yes","Yes","No",0,12.466,77.67,20.17,83.19,47.04,0,35.9,48.72,15.38,".",0.2309
"11347","395566","PA","079",120,"No","Yes","No",0,11.205,83.25,23.08,87.5,70.85,0,30.48,57.14,12.38,".",0.13
"11349","395568","PA","063",131,"Yes","No","No",0,11.847,82.16,13.4,63.92,61.17,0,26.04,61.46,12.5,".",0.1874
"11351","395570","PA","097",138,"No","Yes","No",0,11.364,80.12,14.29,75.24,62.77,0,45.45,25.25,29.29,".",0.1457
"11356","395577","PA","125",288,"Yes","No","No",0,12.651,81.55,19.05,72.86,61.22,0,23.7,56.87,19.43,"0.1813",0.1328
"11358","395582","PA","079",297,"No","No","No",2.15,11.873,77.06,18.93,80.66,63.36,0,36.33,56.73,6.94,".",0.2056
"11361","395586","PA","015",200,"Yes","No","No",0,12.639,80.54,19.31,78.62,62.41,0,30.71,50.71,18.57,".",0.1363
"11363","395588","PA","039",173,"No","Yes","No",0.81,12.189,69.8,22.58,76.61,44.15,0,49.18,42.62,8.2,".",0.0995
"11364","395589","PA","097",121,"No","Yes","No",0,12.563,86.32,33.65,83.65,75.09,0,47.12,43.27,9.62,".",0.2111
"11367","395592","PA","021",98,"No","Yes","No",0,12.909,82.24,34.18,78.48,62.03,0,41.03,46.15,12.82,".",0.1598
"11371","395596","PA","003",194,"No","Yes","No",0,13.466,86.17,23.26,86.05,64.67,0,34.11,52.71,13.18,"0.1794",0.1631
"11373","395598","PA","037",149,"No","No","No",0.81,11.7,78.7,24.78,67.26,66.67,0,42.98,33.33,23.68,".",0.1444
"11375","395602","PA","079",183,"Yes","No","No",0,11.832,88.22,20.37,74.85,72.33,0,23.31,65.03,11.66,".",0.1165
"11376","395603","PA","003",120,"No","Yes","No",0,12.278,83.52,17.71,77.08,62.09,0,36.46,48.96,14.58,"0.0990",0.1751
"11379","395606","PA","003",240,"No","No","No",0,13.344,81.21,19.61,64.22,58.92,0,33.33,57.35,9.31,".",0.1121
"11380","395607","PA","031",120,"Yes","Yes","No",0,11.93,79.99,16.92,69.23,60.43,0,30.77,50.77,18.46,".",0.1703
"11381","395609","PA","123",176,"Yes","No","No",0,11.386,83.06,27.22,81.01,62.68,0,34.59,52.2,13.21,".",0.1829
"11386","395616","PA","035",146,"No","No","No",0,11.844,85.41,36.52,80,60.27,0,27.83,62.61,9.57,".",0.0929
"11387","395617","PA","003",314,"Yes","No","No",0,12.346,78.82,18.29,63.82,65.4,0,27.24,67.48,5.28,".",0.1584
"11389","395619","PA","039",181,"Yes","Yes","No",0,11.574,84.86,19.61,77.78,66.2,0,29.68,51.61,18.71,".",0.0906
"11390","395620","PA","003",150,"No","Yes","No",0,13.676,83.55,22.22,82.91,62.44,0,38.46,51.28,10.26,"0.1381",0.1592
"11391","395621","PA","091",120,"No","Yes","No",0,12.872,83.99,17.39,86.96,56.44,0,36.96,50,13.04,".",0.1424
"11392","395623","PA","093",172,"No","Yes","No",0,11.604,77.82,21.74,76.81,57.71,0,46.1,45.39,8.51,".",0.1852
"11394","395625","PA","069",54,"No","No","No",0,11.947,90.04,30.19,94.34,90.63,0,44,56,0,".",0.169
"11395","395626","PA","065",160,"Yes","No","No",0,13.044,81.38,17.54,72.81,59.54,0,26.96,61.74,11.3,".",0.1358
"11396","395627","PA","011",124,"No","Yes","No",0,12.46,75.53,15.12,68.6,44.26,0,16.47,62.35,21.18,".",0.1051
"11397","395628","PA","101",123,"No","Yes","No",0,13.531,81.83,20.41,90.82,64.32,0,29.59,56.12,14.29,"0.2082",0.2002
"11398","395629","PA","051",139,"Yes","No","No",0.89,13.352,85.4,20.93,82.56,69.51,0,36.78,47.13,16.09,".",0.1959
"11401","395634","PA","091",71,"No","No","No",0,12.465,89.94,22.22,76.19,69.03,0,26.98,50.79,22.22,".",0.1272
"11402","395636","PA","079",104,"No","Yes","No",0,12.407,85.9,25,85,71.26,0,33.75,42.5,23.75,".",0.1799
"11404","395638","PA","003",128,"No","No","No",0,11.846,87.8,13.27,69.91,63.52,0,32.74,57.52,9.73,".",0.2021
"11405","395640","PA","003",360,"No","No","No",1.25,12.451,79.09,20.25,69.62,57.42,0,29.54,64.56,5.91,".",0.1392
"11406","395643","PA","003",210,"Yes","No","No",0,11.621,73.08,7.14,70.88,50.92,0,24.73,63.74,11.54,".",0.1775
"11408","395645","PA","049",121,"No","Yes","No",0,12.127,80.64,19.42,74.76,59.21,0,32.38,52.38,15.24,".",0.1593
"11413","395651","PA","079",121,"No","Yes","No",0.88,11.828,82.78,22.68,83.51,53.35,0,45.36,54.64,0,".",0.2056
"11414","395652","PA","033",131,"Yes","Yes","No",0,12.95,77.53,22.33,76.7,51.44,0,42.72,43.69,13.59,".",0.1557
"11418","395660","PA","041",282,"Yes","No","No",0,12.285,81.21,28.87,84.1,59.95,0,33.47,56.07,10.46,".",0.1547
"11425","395672","PA","049",110,"No","No","No",0,10.029,71.81,15.73,76.4,50.81,0,46.67,53.33,0,".",0.2125
"11428","395677","PA","041",117,"Yes","No","No",0,11.948,85.74,16.33,71.43,70,0,31.63,55.1,13.27,".",0.0659
"11431","395680","PA","011",140,"No","Yes","No",0,12.49,81.3,19.05,76.8,67.94,0,34.13,42.86,23.02,".",0.1509
"11433","395682","PA","007",180,"Yes","Yes","No",0,12.578,84.84,22.15,79.19,59.72,0,37.75,51.66,10.6,".",0.1131
"11434","395683","PA","113",120,"No","Yes","No",0,10.75,72.71,12.38,65.71,50,0,42.31,45.19,12.5,"0.1140",0.0948
